id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
52,262,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,MAJU,114,DESA,2020
52,263,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,MANDIRI,22,DESA,2020
52,264,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,SANGAT TERTINGGAL,0,DESA,2020
52,265,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,TERTINGGAL,0,DESA,2020
53,270,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020,TERTINGGAL,0,DESA,2020
53,266,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020,BERKEMBANG,139,DESA,2020
53,267,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020,MAJU,149,DESA,2020
53,268,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020,MANDIRI,14,DESA,2020
53,269,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020,SANGAT TERTINGGAL,0,DESA,2020
54,271,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020,BERKEMBANG,167,DESA,2020
54,275,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020,TERTINGGAL,0,DESA,2020
54,274,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020,SANGAT TERTINGGAL,0,DESA,2020
54,273,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020,MANDIRI,5,DESA,2020
54,272,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020,MAJU,92,DESA,2020
55,280,35,JAWA TIMUR,3577,KOTA MADIUN,2020,TERTINGGAL,0,DESA,2020
55,276,35,JAWA TIMUR,3577,KOTA MADIUN,2020,BERKEMBANG,94,DESA,2020
55,277,35,JAWA TIMUR,3577,KOTA MADIUN,2020,MAJU,100,DESA,2020
55,278,35,JAWA TIMUR,3577,KOTA MADIUN,2020,MANDIRI,4,DESA,2020
55,279,35,JAWA TIMUR,3577,KOTA MADIUN,2020,SANGAT TERTINGGAL,0,DESA,2020
56,281,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020,BERKEMBANG,104,DESA,2020
56,282,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020,MAJU,92,DESA,2020
56,283,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020,MANDIRI,11,DESA,2020
56,284,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020,SANGAT TERTINGGAL,0,DESA,2020
56,285,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020,TERTINGGAL,0,DESA,2020
57,288,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020,MANDIRI,7,DESA,2020
57,286,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020,BERKEMBANG,155,DESA,2020
57,287,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020,MAJU,51,DESA,2020
57,289,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020,SANGAT TERTINGGAL,0,DESA,2020
57,290,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020,TERTINGGAL,0,DESA,2020
58,295,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020,TERTINGGAL,0,DESA,2020
58,291,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020,BERKEMBANG,210,DESA,2020
58,292,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020,MAJU,171,DESA,2020
58,293,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020,MANDIRI,38,DESA,2020
58,294,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020,SANGAT TERTINGGAL,0,DESA,2020
59,296,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020,BERKEMBANG,197,DESA,2020
59,300,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020,TERTINGGAL,0,DESA,2020
59,299,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020,SANGAT TERTINGGAL,0,DESA,2020
59,298,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020,MANDIRI,7,DESA,2020
59,297,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020,MAJU,107,DESA,2020
60,305,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020,TERTINGGAL,0,DESA,2020
60,301,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020,BERKEMBANG,324,DESA,2020
60,302,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020,MAJU,122,DESA,2020
60,303,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020,MANDIRI,16,DESA,2020
60,304,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2020,SANGAT TERTINGGAL,0,DESA,2020
61,306,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020,BERKEMBANG,131,DESA,2020
61,310,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020,TERTINGGAL,0,DESA,2020
61,309,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020,SANGAT TERTINGGAL,0,DESA,2020
61,308,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020,MANDIRI,47,DESA,2020
61,307,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2020,MAJU,152,DESA,2020
62,312,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020,MAJU,19,DESA,2020
62,313,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020,MANDIRI,0,DESA,2020
62,314,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020,SANGAT TERTINGGAL,0,DESA,2020
62,315,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020,TERTINGGAL,0,DESA,2020
62,311,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2020,BERKEMBANG,254,DESA,2020
63,320,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020,TERTINGGAL,0,DESA,2020
63,317,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020,MAJU,18,DESA,2020
63,318,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020,MANDIRI,0,DESA,2020
63,319,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020,SANGAT TERTINGGAL,0,DESA,2020
63,316,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2020,BERKEMBANG,162,DESA,2020
64,321,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020,BERKEMBANG,160,DESA,2020
64,322,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020,MAJU,15,DESA,2020
64,323,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020,MANDIRI,3,DESA,2020
64,324,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020,SANGAT TERTINGGAL,0,DESA,2020
64,325,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2020,TERTINGGAL,0,DESA,2020
65,326,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020,BERKEMBANG,282,DESA,2020
65,330,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020,TERTINGGAL,0,DESA,2020
65,329,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020,SANGAT TERTINGGAL,0,DESA,2020
65,328,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020,MANDIRI,0,DESA,2020
65,327,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2020,MAJU,48,DESA,2020
66,335,35,JAWA TIMUR,3571,KOTA KEDIRI,2020,TERTINGGAL,0,DESA,2020
66,331,35,JAWA TIMUR,3571,KOTA KEDIRI,2020,BERKEMBANG,0,DESA,2020
66,332,35,JAWA TIMUR,3571,KOTA KEDIRI,2020,MAJU,0,DESA,2020
66,333,35,JAWA TIMUR,3571,KOTA KEDIRI,2020,MANDIRI,0,DESA,2020
66,334,35,JAWA TIMUR,3571,KOTA KEDIRI,2020,SANGAT TERTINGGAL,0,DESA,2020
67,336,35,JAWA TIMUR,3572,KOTA BLITAR,2020,BERKEMBANG,0,DESA,2020
67,337,35,JAWA TIMUR,3572,KOTA BLITAR,2020,MAJU,0,DESA,2020
67,338,35,JAWA TIMUR,3572,KOTA BLITAR,2020,MANDIRI,0,DESA,2020
67,339,35,JAWA TIMUR,3572,KOTA BLITAR,2020,SANGAT TERTINGGAL,0,DESA,2020
67,340,35,JAWA TIMUR,3572,KOTA BLITAR,2020,TERTINGGAL,0,DESA,2020
68,345,35,JAWA TIMUR,3573,KOTA MALANG,2020,TERTINGGAL,0,DESA,2020
68,341,35,JAWA TIMUR,3573,KOTA MALANG,2020,BERKEMBANG,0,DESA,2020
68,342,35,JAWA TIMUR,3573,KOTA MALANG,2020,MAJU,0,DESA,2020
68,343,35,JAWA TIMUR,3573,KOTA MALANG,2020,MANDIRI,0,DESA,2020
68,344,35,JAWA TIMUR,3573,KOTA MALANG,2020,SANGAT TERTINGGAL,0,DESA,2020
69,346,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020,BERKEMBANG,0,DESA,2020
69,347,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020,MAJU,0,DESA,2020
69,348,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020,MANDIRI,0,DESA,2020
69,349,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020,SANGAT TERTINGGAL,0,DESA,2020
69,350,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2020,TERTINGGAL,0,DESA,2020
70,351,35,JAWA TIMUR,3575,KOTA PASURUAN,2020,BERKEMBANG,0,DESA,2020
70,352,35,JAWA TIMUR,3575,KOTA PASURUAN,2020,MAJU,0,DESA,2020
70,353,35,JAWA TIMUR,3575,KOTA PASURUAN,2020,MANDIRI,0,DESA,2020
70,354,35,JAWA TIMUR,3575,KOTA PASURUAN,2020,SANGAT TERTINGGAL,0,DESA,2020
70,355,35,JAWA TIMUR,3575,KOTA PASURUAN,2020,TERTINGGAL,0,DESA,2020
71,360,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,TERTINGGAL,0,DESA,2020
71,356,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,BERKEMBANG,0,DESA,2020
71,357,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,MAJU,0,DESA,2020
71,358,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,MANDIRI,0,DESA,2020
71,359,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2020,SANGAT TERTINGGAL,0,DESA,2020
72,361,35,JAWA TIMUR,3577,KOTA MADIUN,2020,BERKEMBANG,0,DESA,2020
72,365,35,JAWA TIMUR,3577,KOTA MADIUN,2020,TERTINGGAL,0,DESA,2020
72,364,35,JAWA TIMUR,3577,KOTA MADIUN,2020,SANGAT TERTINGGAL,0,DESA,2020
72,363,35,JAWA TIMUR,3577,KOTA MADIUN,2020,MANDIRI,0,DESA,2020
72,362,35,JAWA TIMUR,3577,KOTA MADIUN,2020,MAJU,0,DESA,2020
73,370,35,JAWA TIMUR,3578,KOTA SURABAYA,2020,TERTINGGAL,0,DESA,2020
73,366,35,JAWA TIMUR,3578,KOTA SURABAYA,2020,BERKEMBANG,0,DESA,2020
73,367,35,JAWA TIMUR,3578,KOTA SURABAYA,2020,MAJU,0,DESA,2020
73,368,35,JAWA TIMUR,3578,KOTA SURABAYA,2020,MANDIRI,0,DESA,2020
73,369,35,JAWA TIMUR,3578,KOTA SURABAYA,2020,SANGAT TERTINGGAL,0,DESA,2020
74,371,35,JAWA TIMUR,3579,KOTA BATU,2020,BERKEMBANG,0,DESA,2020
74,372,35,JAWA TIMUR,3579,KOTA BATU,2020,MAJU,4,DESA,2020
74,373,35,JAWA TIMUR,3579,KOTA BATU,2020,MANDIRI,15,DESA,2020
74,374,35,JAWA TIMUR,3579,KOTA BATU,2020,SANGAT TERTINGGAL,0,DESA,2020
74,375,35,JAWA TIMUR,3579,KOTA BATU,2020,TERTINGGAL,0,DESA,2020
75,377,35,JAWA TIMUR,0,0,2020,MAJU,0,DESA,2020
75,376,35,JAWA TIMUR,0,0,2020,BERKEMBANG,0,DESA,2020
75,380,35,JAWA TIMUR,0,0,2020,TERTINGGAL,0,DESA,2020
75,379,35,JAWA TIMUR,0,0,2020,SANGAT TERTINGGAL,0,DESA,2020
75,378,35,JAWA TIMUR,0,0,2020,MANDIRI,0,DESA,2020
76,386,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2021,BERKEMBANG,275,DESA,2021
76,390,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2021,TERTINGGAL,0,DESA,2021
76,389,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2021,SANGAT TERTINGGAL,0,DESA,2021
76,388,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2021,MANDIRI,1,DESA,2021
76,387,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2021,MAJU,54,DESA,2021
77,391,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2021,BERKEMBANG,207,DESA,2021
77,392,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2021,MAJU,70,DESA,2021
77,393,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2021,MANDIRI,4,DESA,2021
77,394,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2021,SANGAT TERTINGGAL,0,DESA,2021
77,395,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2021,TERTINGGAL,0,DESA,2021
78,396,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2021,BERKEMBANG,55,DESA,2021
78,400,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2021,TERTINGGAL,0,DESA,2021
78,399,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2021,SANGAT TERTINGGAL,0,DESA,2021
78,398,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2021,MANDIRI,15,DESA,2021
78,397,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2021,MAJU,82,DESA,2021
79,405,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2021,TERTINGGAL,0,DESA,2021
79,401,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2021,BERKEMBANG,147,DESA,2021
79,402,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2021,MAJU,104,DESA,2021
79,403,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2021,MANDIRI,6,DESA,2021
79,404,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2021,SANGAT TERTINGGAL,0,DESA,2021
80,407,35,JAWA TIMUR,3572,KOTA BLITAR,2021,MAJU,153,DESA,2021
80,406,35,JAWA TIMUR,3572,KOTA BLITAR,2021,BERKEMBANG,57,DESA,2021
80,410,35,JAWA TIMUR,3572,KOTA BLITAR,2021,TERTINGGAL,0,DESA,2021
80,409,35,JAWA TIMUR,3572,KOTA BLITAR,2021,SANGAT TERTINGGAL,0,DESA,2021
80,408,35,JAWA TIMUR,3572,KOTA BLITAR,2021,MANDIRI,10,DESA,2021
81,411,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,BERKEMBANG,211,DESA,2021
81,412,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,MAJU,125,DESA,2021
81,413,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,MANDIRI,7,DESA,2021
81,414,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,SANGAT TERTINGGAL,0,DESA,2021
81,415,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,TERTINGGAL,0,DESA,2021
82,420,35,JAWA TIMUR,3573,KOTA MALANG,2021,TERTINGGAL,0,DESA,2021
82,416,35,JAWA TIMUR,3573,KOTA MALANG,2021,BERKEMBANG,84,DESA,2021
82,417,35,JAWA TIMUR,3573,KOTA MALANG,2021,MAJU,238,DESA,2021
82,418,35,JAWA TIMUR,3573,KOTA MALANG,2021,MANDIRI,56,DESA,2021
82,419,35,JAWA TIMUR,3573,KOTA MALANG,2021,SANGAT TERTINGGAL,0,DESA,2021
83,425,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2021,TERTINGGAL,0,DESA,2021
83,421,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2021,BERKEMBANG,121,DESA,2021
83,422,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2021,MAJU,67,DESA,2021
83,423,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2021,MANDIRI,10,DESA,2021
83,424,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2021,SANGAT TERTINGGAL,0,DESA,2021
84,426,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2021,BERKEMBANG,105,DESA,2021
84,427,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2021,MAJU,102,DESA,2021
84,428,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2021,MANDIRI,19,DESA,2021
84,429,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2021,SANGAT TERTINGGAL,0,DESA,2021
84,430,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2021,TERTINGGAL,0,DESA,2021
85,434,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2021,SANGAT TERTINGGAL,0,DESA,2021
85,431,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2021,BERKEMBANG,129,DESA,2021
85,432,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2021,MAJU,74,DESA,2021
85,433,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2021,MANDIRI,6,DESA,2021
85,435,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2021,TERTINGGAL,0,DESA,2021
86,437,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2021,MAJU,39,DESA,2021
86,436,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2021,BERKEMBANG,87,DESA,2021
86,440,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2021,TERTINGGAL,0,DESA,2021
86,439,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2021,SANGAT TERTINGGAL,0,DESA,2021
86,438,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2021,MANDIRI,6,DESA,2021
87,445,35,JAWA TIMUR,3575,KOTA PASURUAN,2021,TERTINGGAL,0,DESA,2021
87,441,35,JAWA TIMUR,3575,KOTA PASURUAN,2021,BERKEMBANG,213,DESA,2021
87,442,35,JAWA TIMUR,3575,KOTA PASURUAN,2021,MAJU,117,DESA,2021
87,443,35,JAWA TIMUR,3575,KOTA PASURUAN,2021,MANDIRI,11,DESA,2021
87,444,35,JAWA TIMUR,3575,KOTA PASURUAN,2021,SANGAT TERTINGGAL,0,DESA,2021
88,447,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2021,MAJU,157,DESA,2021
88,450,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2021,TERTINGGAL,0,DESA,2021
88,449,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2021,SANGAT TERTINGGAL,0,DESA,2021
88,446,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2021,BERKEMBANG,130,DESA,2021
88,448,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2021,MANDIRI,33,DESA,2021
89,453,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2021,MANDIRI,45,DESA,2021
89,451,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2021,BERKEMBANG,102,DESA,2021
89,452,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2021,MAJU,152,DESA,2021
89,454,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2021,SANGAT TERTINGGAL,0,DESA,2021
89,455,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2021,TERTINGGAL,0,DESA,2021
90,456,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2021,BERKEMBANG,130,DESA,2021
90,460,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2021,TERTINGGAL,0,DESA,2021
90,459,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2021,SANGAT TERTINGGAL,0,DESA,2021
90,458,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2021,MANDIRI,23,DESA,2021
90,457,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2021,MAJU,149,DESA,2021
91,465,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2021,TERTINGGAL,0,DESA,2021
91,461,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2021,BERKEMBANG,112,DESA,2021
91,462,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2021,MAJU,136,DESA,2021
91,463,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2021,MANDIRI,16,DESA,2021
91,464,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2021,SANGAT TERTINGGAL,0,DESA,2021
92,467,35,JAWA TIMUR,3577,KOTA MADIUN,2021,MAJU,133,DESA,2021
92,466,35,JAWA TIMUR,3577,KOTA MADIUN,2021,BERKEMBANG,46,DESA,2021
92,470,35,JAWA TIMUR,3577,KOTA MADIUN,2021,TERTINGGAL,0,DESA,2021
92,469,35,JAWA TIMUR,3577,KOTA MADIUN,2021,SANGAT TERTINGGAL,0,DESA,2021
92,468,35,JAWA TIMUR,3577,KOTA MADIUN,2021,MANDIRI,19,DESA,2021
93,471,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2021,BERKEMBANG,78,DESA,2021
93,472,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2021,MAJU,107,DESA,2021
93,473,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2021,MANDIRI,22,DESA,2021
93,474,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2021,SANGAT TERTINGGAL,0,DESA,2021
93,475,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2021,TERTINGGAL,0,DESA,2021
94,480,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2021,TERTINGGAL,0,DESA,2021
94,476,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2021,BERKEMBANG,126,DESA,2021
94,477,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2021,MAJU,79,DESA,2021
94,478,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2021,MANDIRI,8,DESA,2021
94,479,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2021,SANGAT TERTINGGAL,0,DESA,2021
95,485,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2021,TERTINGGAL,0,DESA,2021
95,481,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2021,BERKEMBANG,62,DESA,2021
95,482,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2021,MAJU,254,DESA,2021
95,483,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2021,MANDIRI,103,DESA,2021
95,484,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2021,SANGAT TERTINGGAL,0,DESA,2021
96,486,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2021,BERKEMBANG,136,DESA,2021
96,487,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2021,MAJU,151,DESA,2021
96,488,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2021,MANDIRI,24,DESA,2021
96,489,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2021,SANGAT TERTINGGAL,0,DESA,2021
96,490,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2021,TERTINGGAL,0,DESA,2021
97,494,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2021,SANGAT TERTINGGAL,0,DESA,2021
97,491,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2021,BERKEMBANG,271,DESA,2021
97,492,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2021,MAJU,157,DESA,2021
97,493,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2021,MANDIRI,34,DESA,2021
97,495,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2021,TERTINGGAL,0,DESA,2021
98,497,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2021,MAJU,192,DESA,2021
98,496,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2021,BERKEMBANG,52,DESA,2021
98,500,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2021,TERTINGGAL,0,DESA,2021
98,499,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2021,SANGAT TERTINGGAL,0,DESA,2021
98,498,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2021,MANDIRI,86,DESA,2021
99,505,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2021,TERTINGGAL,0,DESA,2021
99,501,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2021,BERKEMBANG,246,DESA,2021
99,502,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2021,MAJU,27,DESA,2021
99,503,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2021,MANDIRI,0,DESA,2021
99,504,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2021,SANGAT TERTINGGAL,0,DESA,2021
100,507,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2021,MAJU,26,DESA,2021
100,510,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2021,TERTINGGAL,0,DESA,2021
100,509,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2021,SANGAT TERTINGGAL,0,DESA,2021
100,506,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2021,BERKEMBANG,154,DESA,2021
100,508,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2021,MANDIRI,0,DESA,2021
101,511,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2021,BERKEMBANG,133,DESA,2021
101,512,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2021,MAJU,40,DESA,2021
101,513,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2021,MANDIRI,5,DESA,2021
101,514,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2021,SANGAT TERTINGGAL,0,DESA,2021
101,515,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2021,TERTINGGAL,0,DESA,2021
102,520,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2021,TERTINGGAL,0,DESA,2021
102,516,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2021,BERKEMBANG,86,DESA,2021
102,519,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2021,SANGAT TERTINGGAL,0,DESA,2021
102,518,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2021,MANDIRI,4,DESA,2021
102,517,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2021,MAJU,76,DESA,2021
103,525,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,TERTINGGAL,0,DESA,2021
103,521,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,BERKEMBANG,0,DESA,2021
103,522,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,MAJU,0,DESA,2021
103,523,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,MANDIRI,0,DESA,2021
103,524,35,JAWA TIMUR,3571,KOTA KEDIRI,2021,SANGAT TERTINGGAL,0,DESA,2021
104,530,35,JAWA TIMUR,3572,KOTA BLITAR,2021,TERTINGGAL,0,DESA,2021
104,526,35,JAWA TIMUR,3572,KOTA BLITAR,2021,BERKEMBANG,0,DESA,2021
104,529,35,JAWA TIMUR,3572,KOTA BLITAR,2021,SANGAT TERTINGGAL,0,DESA,2021
104,528,35,JAWA TIMUR,3572,KOTA BLITAR,2021,MANDIRI,0,DESA,2021
104,527,35,JAWA TIMUR,3572,KOTA BLITAR,2021,MAJU,0,DESA,2021
